name,age,income,credit_score,loan_amount,employment_type,loan_status,city
Ananya,25,42656,697,860545,Business,Approved,Hyderabad
Rahul,45,154293,795,415679,Salaried,Rejected,Chennai
Ananya,35,80004,614,694808,Self-Employed,Approved,Mumbai
Aisha,59,81439,896,256799,Salaried,Approved,Ahmedabad
Rahul,46,134583,773,142033,Business,Rejected,Ahmedabad
Arjun,44,152976,626,232074,Salaried,Approved,Hyderabad
Rahul,58,143416,801,530439,Self-Employed,Approved,Chennai
Fatima,59,105882,825,67876,Salaried,Rejected,Ahmedabad
Imran,46,152914,803,548892,Business,Approved,Mumbai
Riya,26,70424,709,629854,Self-Employed,Approved,Hyderabad
Aisha,51,142518,809,225757,Salaried,Rejected,Mumbai
Imran,39,110235,848,763573,Salaried,Approved,Hyderabad
Zoya,59,78629,886,412208,Self-Employed,Approved,Hyderabad
Arjun,56,141203,549,38324,Business,Rejected,Mumbai
Aisha,39,137780,699,108727,Business,Approved,Pune
Zoya,47,162188,861,432204,Self-Employed,Rejected,Chennai
Rohan,68,63854,534,473375,Business,Rejected,Kolkata
Priya,55,110281,549,274321,Business,Rejected,Mumbai
Imran,55,151174,809,189652,Salaried,Approved,Mumbai
Aditya,61,61872,805,827507,Self-Employed,Rejected,Chennai
Rahul,55,101780,819,681314,Self-Employed,Rejected,Mumbai
Fatima,54,137794,605,527928,Salaried,Rejected,Mumbai
Rahul,44,105060,752,775919,Business,Approved,Pune
Ananya,60,57280,873,162031,Salaried,Approved,Pune
Neha,37,133842,900,334547,Self-Employed,Rejected,Delhi
Karan,60,140338,602,-29291,Business,Rejected,Hyderabad
Riya,61,127629,678,3315,Salaried,Approved,Bangalore
Imran,59,101494,898,511056,Business,Rejected,Ahmedabad
Kabir,39,121722,719,248226,Self-Employed,Approved,Pune
Priya,60,91094,550,560747,Business,Rejected,Bangalore
Riya,62,129709,872,426302,Salaried,Approved,Pune
Aditya,28,122373,777,882892,Salaried,Rejected,Pune
Karan,58,134222,889,698236,Business,Rejected,Delhi
Rohan,54,139352,875,58037,Business,Approved,Kolkata
Neha,45,149066,868,354368,Salaried,Rejected,Pune
Ananya,57,113671,777,455237,Self-Employed,Approved,Kolkata
Ananya,67,100181,689,187598,Self-Employed,Approved,Chennai
Aditya,55,114828,685,819546,Self-Employed,Approved,Pune
Aisha,56,138423,767,699226,Salaried,Rejected,Kolkata
Kabir,64,152205,576,429659,Self-Employed,Rejected,Chennai
Aisha,21,145296,644,446952,Business,Approved,Ahmedabad
Aditya,50,152824,805,334880,Business,Approved,Ahmedabad
Rohan,68,107907,791,802200,Business,Approved,Bangalore
Aditya,22,105576,634,714599,Self-Employed,Rejected,Hyderabad
Riya,59,146680,660,400631,Business,Approved,Pune
Arjun,63,147564,581,577422,Self-Employed,Rejected,Ahmedabad
Rohan,54,135588,856,426270,Self-Employed,Approved,Delhi
Rahul,54,156645,574,782344,Self-Employed,Rejected,Bangalore
Aman,50,58067,764,638095,Self-Employed,Approved,Bangalore
Arjun,64,128437,796,543911,Business,Approved,Ahmedabad
Aditya,45,124864,740,919145,Business,Rejected,Kolkata
Kabir,57,151490,608,14310,Business,Approved,Ahmedabad
Imran,53,157218,855,63130,Salaried,Rejected,Mumbai
Aditya,70,116246,854,277317,Self-Employed,Rejected,Hyderabad
Imran,48,43116,762,898604,Salaried,Approved,Mumbai
Karan,40,78417,878,463044,Business,Approved,Pune
Neha,62,152492,849,536329,Self-Employed,Rejected,Bangalore
Ananya,58,153814,593,275042,Salaried,Approved,Ahmedabad
Riya,67,156626,574,349114,Self-Employed,Approved,Kolkata
Aman,55,70275,864,579624,Salaried,Rejected,Pune
Aditya,27,121901,845,-34883,Salaried,Rejected,Kolkata
Rohan,58,72441,854,77687,Salaried,Approved,Delhi
Karan,58,58809,684,963268,Salaried,Rejected,Mumbai
Ananya,34,108939,838,314074,Self-Employed,Rejected,Mumbai
Arjun,36,80330,676,4169,Business,Rejected,Delhi
Imran,35,142093,600,458863,Salaried,Approved,Delhi
Rohan,31,89579,827,701227,Self-Employed,Approved,Ahmedabad
Imran,58,96659,797,585926,Business,Rejected,Chennai
Aman,70,72657,672,23811,Business,Rejected,Chennai
Priya,33,136418,609,449636,Self-Employed,Rejected,Mumbai
Sara,23,101346,750,103090,Self-Employed,Approved,Hyderabad
Priya,45,113505,744,854984,Business,Rejected,Mumbai
Karan,67,159589,509,592825,Business,Rejected,Bangalore
Karan,62,141621,872,828712,Business,Approved,Ahmedabad
Rohan,28,140073,531,476018,Self-Employed,Rejected,Hyderabad
Arjun,52,149192,704,-19426,Business,Rejected,Bangalore
Aisha,66,102367,571,224272,Salaried,Rejected,Ahmedabad
Sara,26,41477,604,135530,Self-Employed,Approved,Pune
Rahul,68,46597,597,590751,Business,Rejected,Bangalore
Karan,68,104837,756,158760,Salaried,Rejected,Bangalore
Ananya,63,47278,870,745148,Salaried,Approved,Kolkata
Arjun,63,139946,638,233320,Business,Rejected,Chennai
Arjun,51,97278,860,193517,Business,Rejected,Pune
Aman,49,127347,703,716000,Salaried,Rejected,Chennai
Karan,50,138395,796,432425,Self-Employed,Rejected,Pune
Zoya,65,118512,731,485262,Business,Rejected,Mumbai
Zoya,65,86953,542,475973,Business,Rejected,Pune
Neha,61,133638,680,355793,Salaried,Rejected,Kolkata
Priya,69,86429,674,331715,Salaried,Rejected,Ahmedabad
Kabir,51,121721,845,595010,Salaried,Approved,Hyderabad
Zoya,43,113614,576,851743,Self-Employed,Approved,Mumbai
Neha,63,116969,881,876758,Self-Employed,Approved,Pune
Aman,52,114757,702,168536,Self-Employed,Rejected,Kolkata
Karan,43,141423,874,428237,Self-Employed,Approved,Bangalore
Arjun,56,124368,814,411982,Salaried,Approved,Mumbai
Aman,64,156625,834,969878,Salaried,Approved,Chennai
Zoya,66,129767,868,662778,Self-Employed,Approved,Kolkata
Zoya,62,88721,521,609223,Salaried,Rejected,Ahmedabad
Rahul,36,153892,518,145543,Business,Approved,Ahmedabad
Arjun,67,154892,719,142722,Business,Approved,Ahmedabad
Aisha,58,97396,638,577506,Self-Employed,Rejected,Mumbai
Sara,59,78660,544,169898,Salaried,Rejected,Delhi
Ananya,55,152550,855,596367,Business,Rejected,Kolkata
Ananya,50,133087,808,76906,Self-Employed,Approved,Chennai
Rohan,53,52514,842,783569,Self-Employed,Rejected,Chennai
Ananya,63,68112,905,789722,Self-Employed,Rejected,Chennai
Priya,66,140149,666,416761,Salaried,Rejected,Chennai
Kabir,22,137424,492,118968,Business,Approved,Ahmedabad
Aisha,62,134654,652,302785,Self-Employed,Approved,Kolkata
Aman,36,142173,701,741091,Business,Rejected,Pune
Kabir,55,154733,646,151826,Salaried,Rejected,Mumbai
Riya,57,105274,849,349326,Salaried,Approved,Mumbai
Rahul,58,139194,791,211882,Salaried,Rejected,Bangalore
Imran,65,130073,759,900100,Business,Approved,Mumbai
Aman,55,127484,723,724021,Self-Employed,Rejected,Hyderabad
Ananya,41,100291,737,287855,Business,Approved,Kolkata
Aditya,59,98745,714,494517,Business,Approved,Delhi
Ananya,67,95203,748,650808,Salaried,Approved,Mumbai
Aman,28,116236,661,453740,Salaried,Approved,Mumbai
Rohan,36,124381,872,678173,Salaried,Rejected,Kolkata
Ananya,58,62957,539,992149,Salaried,Approved,Bangalore
Neha,42,153802,513,754038,Salaried,Approved,Pune
Arjun,32,138673,648,244374,Business,Rejected,Kolkata
Ananya,48,101554,902,506523,Self-Employed,Approved,Pune
Ananya,26,95357,678,72413,Salaried,Rejected,Mumbai
Zoya,26,98983,863,773800,Salaried,Approved,Kolkata
Riya,48,94532,847,664703,Self-Employed,Rejected,Hyderabad
Aditya,45,139918,889,489051,Self-Employed,Rejected,Chennai
Aditya,34,112425,827,555288,Business,Approved,Ahmedabad
Karan,40,122177,787,825046,Self-Employed,Approved,Hyderabad
Riya,37,110849,758,989055,Self-Employed,Approved,Kolkata
Neha,52,151260,875,676308,Self-Employed,Rejected,Pune
Kabir,42,131290,705,91989,Salaried,Rejected,Hyderabad
Aditya,59,111914,619,758630,Business,Rejected,Ahmedabad
Neha,67,124452,546,10878,Self-Employed,Rejected,Mumbai
Aman,56,137016,694,467266,Salaried,Rejected,Kolkata
Aman,51,154708,747,588874,Business,Approved,Mumbai
Imran,59,77589,614,326198,Self-Employed,Rejected,Chennai
Ananya,33,86002,662,379831,Business,Approved,Ahmedabad
Fatima,43,156994,699,285504,Self-Employed,Rejected,Delhi
Kabir,67,130165,880,327635,Business,Rejected,Kolkata
Sara,58,101620,778,63744,Salaried,Rejected,Mumbai
Aisha,68,105162,685,-5128,Self-Employed,Rejected,Kolkata
Aditya,58,144824,647,416994,Salaried,Approved,Hyderabad
Aman,70,93777,877,436945,Salaried,Approved,Mumbai
Fatima,55,111118,570,972586,Salaried,Approved,Pune
Aman,58,116994,842,908703,Self-Employed,Approved,Chennai
Karan,59,126651,661,730499,Business,Rejected,Bangalore
Riya,54,90981,835,397361,Self-Employed,Rejected,Mumbai
Karan,54,91984,615,969098,Self-Employed,Approved,Bangalore
Kabir,24,130546,641,303435,Self-Employed,Rejected,Chennai
Zoya,60,109477,883,356964,Business,Approved,Bangalore
Aisha,39,146098,634,388405,Salaried,Approved,Mumbai
Imran,64,53765,734,1046369,Salaried,Rejected,Chennai
Neha,30,127394,508,617371,Business,Approved,Bangalore
Aisha,55,51044,867,147873,Business,Rejected,Chennai
Sara,26,72450,809,14289,Self-Employed,Approved,Kolkata
Aisha,48,57251,734,312850,Business,Approved,Kolkata
Karan,63,116588,768,554097,Business,Approved,Ahmedabad
Arjun,34,119487,740,389494,Business,Rejected,Chennai
Imran,64,158720,702,325734,Self-Employed,Rejected,Ahmedabad
Kabir,57,115425,664,160612,Self-Employed,Rejected,Ahmedabad
Neha,31,133939,840,745680,Self-Employed,Approved,Ahmedabad
Aman,53,87292,711,134093,Salaried,Rejected,Mumbai
Aisha,39,103762,814,222617,Self-Employed,Approved,Hyderabad
Arjun,53,104709,701,640115,Self-Employed,Approved,Pune
Riya,62,80621,667,462770,Business,Approved,Pune
Priya,70,124322,676,815558,Business,Approved,Ahmedabad
Priya,59,139887,811,862629,Business,Rejected,Delhi
Arjun,27,57126,879,603160,Business,Approved,Mumbai
Neha,48,128162,776,168412,Salaried,Approved,Hyderabad
Fatima,51,159466,820,549017,Salaried,Approved,Hyderabad
Arjun,50,96291,856,489887,Salaried,Approved,Chennai
Sara,67,153131,627,141395,Business,Approved,Bangalore
Aditya,58,138524,785,6841,Salaried,Rejected,Pune
Karan,67,116730,564,696473,Self-Employed,Rejected,Hyderabad
Zoya,28,154773,819,15735,Business,Approved,Pune
Riya,63,102365,763,138580,Business,Approved,Kolkata
Imran,28,106752,671,480250,Self-Employed,Approved,Mumbai
Rohan,35,69214,866,392164,Salaried,Approved,Ahmedabad
Riya,32,96266,529,738820,Business,Rejected,Kolkata
Kabir,40,133385,843,928863,Salaried,Rejected,Pune
Imran,60,68477,857,812599,Business,Rejected,Mumbai
Sara,54,153832,758,494829,Business,Approved,Kolkata
Sara,34,98223,891,11254,Self-Employed,Approved,Delhi
Aisha,52,107771,814,725111,Business,Approved,Bangalore
Neha,62,85127,766,600180,Salaried,Approved,Pune
Aman,55,87689,871,129266,Self-Employed,Rejected,Ahmedabad
Fatima,59,99106,680,893990,Business,Rejected,Chennai
Aman,61,98667,893,909281,Business,Rejected,Ahmedabad
Rohan,59,141370,659,460119,Self-Employed,Approved,Mumbai
Zoya,42,126523,804,378030,Salaried,Rejected,Hyderabad
Neha,47,104059,884,760227,Business,Rejected,Pune
Neha,68,142241,849,414521,Self-Employed,Approved,Chennai
Kabir,66,76377,795,264078,Self-Employed,Rejected,Delhi
Sara,43,94370,550,284444,Salaried,Approved,Pune
Priya,31,161905,521,249875,Salaried,Rejected,Delhi
Priya,51,74896,874,825155,Business,Approved,Chennai
Sara,32,89158,615,877482,Self-Employed,Rejected,Bangalore
Karan,53,96589,500,763253,Business,Rejected,Pune
Rohan,59,129860,533,453541,Salaried,Approved,Bangalore
Zoya,57,139443,852,869416,Business,Approved,Bangalore
Fatima,40,128033,592,335487,Self-Employed,Approved,Pune
Aditya,48,154626,873,89287,Self-Employed,Rejected,Pune
Aditya,46,70446,775,317059,Salaried,Approved,Mumbai
Zoya,64,59388,656,72595,Self-Employed,Approved,Delhi
Kabir,61,78987,672,653777,Business,Approved,Delhi
Neha,29,151129,865,728961,Business,Rejected,Mumbai
Kabir,51,117383,762,122344,Salaried,Rejected,Ahmedabad
Ananya,63,121583,707,887458,Salaried,Rejected,Mumbai
Karan,59,111251,550,440935,Self-Employed,Approved,Bangalore
Riya,62,107794,722,203393,Self-Employed,Rejected,Hyderabad
Imran,28,86862,833,483623,Self-Employed,Rejected,Kolkata
Kabir,60,81953,877,248045,Self-Employed,Approved,Chennai
Aman,27,136695,891,883673,Business,Rejected,Pune
Neha,52,156411,878,280552,Salaried,Rejected,Hyderabad
Riya,44,129530,883,488583,Salaried,Approved,Delhi
Kabir,51,74502,634,628426,Self-Employed,Approved,Kolkata
Riya,62,123665,721,262874,Salaried,Approved,Ahmedabad
Sara,34,135458,804,123758,Self-Employed,Rejected,Hyderabad
Priya,57,130135,745,745617,Business,Rejected,Hyderabad
Riya,47,137357,799,409212,Business,Approved,Ahmedabad
Riya,35,128811,617,363755,Self-Employed,Rejected,Hyderabad
Kabir,44,132409,737,152861,Self-Employed,Rejected,Mumbai
Karan,61,107146,698,781558,Self-Employed,Approved,Delhi
Rohan,51,153234,871,883598,Self-Employed,Approved,Mumbai
Riya,36,128744,551,821553,Self-Employed,Rejected,Mumbai
Neha,49,136750,475,332303,Business,Rejected,Kolkata
Fatima,58,125600,846,387749,Salaried,Approved,Mumbai
Arjun,59,113781,878,631809,Self-Employed,Rejected,Delhi
Rohan,53,155011,614,302024,Business,Rejected,Bangalore
Aman,43,161071,869,300078,Salaried,Approved,Ahmedabad
Aman,53,146333,639,461465,Business,Rejected,Bangalore
Zoya,39,124979,844,634106,Salaried,Rejected,Hyderabad
Ananya,67,156975,807,27156,Self-Employed,Rejected,Chennai
Imran,62,147442,818,474177,Business,Approved,Delhi
Arjun,45,71412,859,185799,Salaried,Rejected,Mumbai
Neha,59,139964,548,986297,Self-Employed,Approved,Kolkata
Riya,44,147017,630,235847,Business,Approved,Kolkata
Kabir,68,142652,685,581876,Salaried,Rejected,Ahmedabad
Priya,68,140092,633,321371,Business,Rejected,Mumbai
Kabir,53,134425,792,470597,Self-Employed,Approved,Chennai
Priya,65,158969,679,250344,Self-Employed,Rejected,Hyderabad
Kabir,43,131108,845,99882,Self-Employed,Approved,Hyderabad
Aisha,38,89400,649,587541,Self-Employed,Rejected,Mumbai
Sara,55,140094,870,406988,Salaried,Approved,Kolkata
Aditya,57,157558,734,759225,Salaried,Approved,Chennai
Fatima,42,160304,697,675568,Salaried,Approved,Ahmedabad
Kabir,58,131342,872,511893,Salaried,Rejected,Delhi
Rohan,68,155311,835,325291,Business,Rejected,Pune
Karan,48,149552,704,40656,Salaried,Approved,Mumbai
Aman,29,93220,679,185152,Salaried,Rejected,Ahmedabad
Karan,46,117640,889,892131,Salaried,Approved,Chennai
Aisha,32,127236,811,82739,Self-Employed,Approved,Kolkata
Rohan,58,141500,878,547765,Business,Approved,Chennai
Kabir,64,141305,659,438946,Business,Rejected,Bangalore
Zoya,50,143161,791,448742,Self-Employed,Approved,Bangalore
Karan,51,153310,630,115134,Salaried,Approved,Ahmedabad
Zoya,21,140297,661,911979,Salaried,Rejected,Ahmedabad
Arjun,51,135547,755,517318,Salaried,Approved,Bangalore
Priya,55,97435,769,425920,Business,Rejected,Bangalore
Rahul,51,113287,677,937404,Business,Rejected,Pune
Aman,62,153986,830,670515,Salaried,Rejected,Bangalore
Ananya,60,91787,633,219143,Self-Employed,Approved,Bangalore
Kabir,31,93020,830,521023,Salaried,Approved,Pune
Riya,65,102685,660,420650,Salaried,Approved,Bangalore
Karan,59,136663,893,228439,Business,Approved,Ahmedabad
Priya,28,121936,874,604259,Self-Employed,Approved,Mumbai
Aman,28,112851,473,824796,Self-Employed,Approved,Chennai
Arjun,59,89364,570,645091,Salaried,Rejected,Hyderabad
Priya,20,147173,457,648496,Salaried,Rejected,Mumbai
Fatima,34,90148,889,-32232,Self-Employed,Approved,Kolkata
Rahul,50,148928,754,503824,Business,Rejected,Hyderabad
Rohan,57,119225,871,1037385,Self-Employed,Approved,Ahmedabad
Imran,47,109800,667,858676,Salaried,Rejected,Chennai
Aisha,23,33894,647,214250,Self-Employed,Rejected,Ahmedabad
Ananya,52,83364,571,389552,Business,Approved,Bangalore
Kabir,55,64068,629,532022,Salaried,Approved,Chennai
Rohan,47,143595,839,917369,Salaried,Rejected,Bangalore
Karan,62,143384,807,478537,Business,Approved,Mumbai
Rahul,20,97272,862,185263,Self-Employed,Approved,Mumbai
Sara,44,143753,864,412699,Self-Employed,Approved,Bangalore
Kabir,53,51221,779,382597,Salaried,Rejected,Chennai
Ananya,43,112488,689,61844,Business,Approved,Chennai
Ananya,55,47050,766,883871,Salaried,Approved,Kolkata
Ananya,24,149284,516,669193,Business,Approved,Pune
Rahul,44,161724,862,222369,Self-Employed,Approved,Pune
Aman,59,117804,733,500304,Self-Employed,Approved,Bangalore
Aisha,58,95859,596,753751,Self-Employed,Rejected,Mumbai
Aditya,57,69930,570,789901,Salaried,Approved,Hyderabad
Priya,53,147521,738,326270,Self-Employed,Approved,Pune
Neha,60,97265,627,826955,Business,Rejected,Ahmedabad
Karan,61,89301,898,552009,Self-Employed,Approved,Ahmedabad
Neha,32,65153,543,721588,Business,Approved,Kolkata
Aditya,51,148181,749,453077,Self-Employed,Approved,Bangalore
Kabir,47,136673,883,49467,Salaried,Approved,Kolkata
Priya,67,96994,667,815704,Self-Employed,Rejected,Chennai
Sara,53,113779,876,263252,Salaried,Rejected,Chennai
Aditya,50,122034,568,716310,Business,Rejected,Hyderabad
Rahul,64,133198,889,521746,Self-Employed,Approved,Kolkata
Zoya,62,143162,810,217162,Salaried,Rejected,Delhi
Kabir,64,88953,894,428537,Self-Employed,Approved,Hyderabad
Arjun,61,137637,679,771877,Self-Employed,Approved,Hyderabad
Karan,29,63535,816,911809,Self-Employed,Approved,Pune
Neha,57,55878,761,413709,Salaried,Approved,Chennai
Riya,41,130195,742,669289,Salaried,Approved,Delhi
Rohan,49,157789,493,761066,Business,Rejected,Chennai
Rohan,67,118176,694,857426,Self-Employed,Approved,Mumbai
Kabir,69,132589,650,-1049,Business,Approved,Pune
Aman,59,113379,702,33963,Business,Approved,Mumbai
Imran,39,133723,647,61865,Self-Employed,Approved,Mumbai
Aman,62,155680,802,163997,Self-Employed,Rejected,Ahmedabad
Kabir,61,152010,547,613947,Self-Employed,Approved,Mumbai
Rahul,33,128890,517,672749,Business,Approved,Hyderabad
Karan,57,122371,669,590276,Business,Rejected,Mumbai
Rahul,59,55738,548,340303,Business,Rejected,Pune
Ananya,54,125790,732,240098,Self-Employed,Approved,Ahmedabad
Karan,63,112952,781,492236,Salaried,Rejected,Chennai
Fatima,42,135357,590,543156,Self-Employed,Approved,Mumbai
Ananya,56,75513,596,66115,Salaried,Rejected,Chennai
Imran,37,136283,824,737396,Self-Employed,Approved,Chennai
Sara,64,146937,669,59414,Self-Employed,Approved,Kolkata
Fatima,44,76175,801,935484,Salaried,Rejected,Delhi
Rahul,57,142016,462,571060,Salaried,Approved,Hyderabad
Riya,60,70596,880,60859,Business,Approved,Hyderabad
Zoya,30,71752,602,297452,Self-Employed,Approved,Bangalore
Zoya,32,122296,876,369679,Business,Rejected,Delhi
Aisha,55,56391,840,613595,Self-Employed,Approved,Kolkata
Aditya,57,52893,716,752001,Salaried,Approved,Mumbai
Kabir,68,59964,676,252519,Self-Employed,Rejected,Hyderabad
Karan,63,88944,899,262642,Salaried,Rejected,Ahmedabad
Fatima,61,57726,627,829167,Salaried,Rejected,Hyderabad
Rohan,30,152014,641,533436,Business,Rejected,Kolkata
Ananya,34,118549,754,846248,Business,Rejected,Mumbai
Priya,58,111297,879,99446,Salaried,Approved,Hyderabad
Sara,49,112122,591,231980,Salaried,Rejected,Chennai
Sara,62,93134,750,763707,Salaried,Rejected,Ahmedabad
Kabir,54,108993,530,445457,Self-Employed,Rejected,Mumbai
Imran,63,139339,850,547346,Self-Employed,Rejected,Hyderabad
Aditya,39,95234,893,781151,Salaried,Rejected,Mumbai
Kabir,67,153220,847,559760,Self-Employed,Rejected,Mumbai
Rahul,47,111242,729,4140,Self-Employed,Rejected,Delhi
Fatima,58,54275,887,288519,Self-Employed,Rejected,Ahmedabad
Karan,52,134037,735,322956,Self-Employed,Approved,Chennai
Imran,67,90540,524,388326,Salaried,Approved,Chennai
Aisha,46,136175,890,138398,Business,Approved,Hyderabad
Priya,39,136895,832,407381,Business,Approved,Chennai
Fatima,33,41423,550,895831,Salaried,Approved,Pune
Riya,55,138769,718,427779,Self-Employed,Rejected,Hyderabad
Rahul,49,86903,553,720689,Self-Employed,Approved,Pune
Sara,62,141231,701,672064,Self-Employed,Rejected,Delhi
Aditya,31,125951,888,414637,Business,Rejected,Mumbai
Zoya,67,53839,502,327714,Salaried,Rejected,Kolkata
Fatima,49,104435,658,775011,Business,Rejected,Bangalore
Aman,59,128412,876,463484,Business,Approved,Kolkata
Aditya,52,70408,872,869630,Self-Employed,Rejected,Delhi
Fatima,63,154505,802,268388,Business,Rejected,Kolkata
Rohan,57,55776,660,474020,Business,Rejected,Pune
Fatima,64,132487,703,812178,Self-Employed,Rejected,Hyderabad
Ananya,43,118620,726,896926,Business,Approved,Pune
Fatima,35,101190,792,496812,Business,Approved,Mumbai
Rahul,65,119644,602,89174,Salaried,Rejected,Chennai
Priya,51,160154,834,334009,Business,Approved,Chennai
Rohan,48,144023,739,931680,Salaried,Rejected,Bangalore
Rahul,62,84950,847,397171,Salaried,Approved,Mumbai
Rohan,68,106427,714,293842,Self-Employed,Approved,Ahmedabad
Riya,65,139119,873,60020,Business,Approved,Ahmedabad
Fatima,43,122026,580,788471,Salaried,Rejected,Bangalore
Aisha,30,113256,902,824721,Salaried,Rejected,Chennai
Fatima,32,155670,640,660532,Self-Employed,Approved,Delhi
Sara,45,112826,827,753171,Business,Approved,Kolkata
Aisha,49,148487,678,658510,Self-Employed,Approved,Chennai
Neha,54,56704,830,334113,Self-Employed,Approved,Ahmedabad
Arjun,63,155949,487,40822,Business,Approved,Hyderabad
Karan,43,55096,757,977156,Self-Employed,Rejected,Ahmedabad
Neha,42,101936,804,331647,Self-Employed,Approved,Ahmedabad
Sara,31,94319,821,800450,Business,Rejected,Pune
Imran,29,74940,594,940376,Self-Employed,Approved,Mumbai
Imran,61,91294,873,574752,Business,Rejected,Bangalore
Sara,56,131692,613,315465,Salaried,Rejected,Bangalore
Ananya,63,75922,893,410849,Salaried,Rejected,Mumbai
Neha,56,133553,798,580716,Business,Rejected,Delhi
Aman,63,125116,729,108759,Business,Rejected,Delhi
Aditya,54,94108,702,650929,Business,Approved,Hyderabad
Kabir,39,17668,839,856498,Salaried,Approved,Mumbai
Zoya,55,70247,864,439007,Business,Approved,Chennai
Rohan,42,160290,739,310755,Self-Employed,Rejected,Kolkata
Aman,40,134329,850,949290,Salaried,Approved,Hyderabad
Aman,34,88135,828,383985,Salaried,Rejected,Bangalore
Sara,60,145043,524,343903,Self-Employed,Rejected,Hyderabad
Rohan,51,89746,864,478248,Business,Rejected,Chennai
Karan,61,25820,595,937087,Self-Employed,Approved,Chennai
Priya,63,50466,886,328223,Salaried,Approved,Hyderabad
Rahul,64,122371,811,447587,Salaried,Rejected,Bangalore
Aditya,62,138129,690,348525,Self-Employed,Rejected,Pune
Priya,44,139523,633,957086,Business,Approved,Ahmedabad
Sara,66,152131,563,44754,Self-Employed,Approved,Mumbai
Karan,23,152477,661,382748,Salaried,Approved,Mumbai
Zoya,63,116552,857,318933,Salaried,Approved,Mumbai
Zoya,43,71951,877,432625,Business,Approved,Pune
Neha,67,92914,583,362935,Business,Approved,Pune
Rahul,30,143626,769,223106,Self-Employed,Approved,Mumbai
Aisha,62,151427,762,622174,Self-Employed,Rejected,Chennai
Arjun,57,156004,683,170552,Business,Rejected,Mumbai
Riya,65,53023,609,818022,Business,Approved,Pune
Aman,67,123242,879,349332,Self-Employed,Rejected,Delhi
Rohan,58,126377,757,721519,Self-Employed,Approved,Kolkata
Rohan,69,125746,847,696158,Self-Employed,Approved,Bangalore
Imran,26,93042,653,638164,Salaried,Approved,Mumbai
Rahul,63,49204,561,652649,Business,Approved,Mumbai
Priya,41,138177,630,430841,Salaried,Rejected,Chennai
Ananya,52,43550,738,462074,Salaried,Approved,Kolkata
Neha,32,81659,715,114081,Salaried,Rejected,Chennai
Neha,63,75392,665,765782,Business,Rejected,Ahmedabad
Rohan,65,141201,724,93486,Business,Approved,Kolkata
Zoya,46,96251,902,105234,Salaried,Approved,Chennai
Imran,55,148273,488,516912,Self-Employed,Rejected,Mumbai
Priya,22,163058,551,637197,Business,Rejected,Ahmedabad
Neha,48,120142,554,281421,Self-Employed,Approved,Hyderabad
Aisha,55,142974,782,416489,Salaried,Rejected,Pune
Ananya,40,154762,885,704877,Business,Rejected,Pune
Karan,33,95499,796,556577,Business,Rejected,Ahmedabad
Ananya,49,114410,888,563304,Salaried,Rejected,Ahmedabad
Zoya,31,162179,662,836730,Business,Approved,Mumbai
Aditya,60,161935,726,659845,Business,Rejected,Delhi
Karan,53,133464,544,21990,Salaried,Approved,Ahmedabad
Rohan,41,129777,777,595601,Self-Employed,Approved,Ahmedabad
Kabir,30,31594,896,325603,Business,Rejected,Bangalore
Rohan,59,138352,638,553958,Salaried,Rejected,Chennai
Aisha,69,67424,871,405102,Self-Employed,Rejected,Pune
Rohan,54,145053,746,807159,Salaried,Rejected,Hyderabad
Rohan,40,151483,813,232748,Self-Employed,Rejected,Delhi
Riya,36,148450,586,673876,Salaried,Approved,Kolkata
Ananya,59,144704,724,423954,Self-Employed,Approved,Hyderabad
Aman,56,37825,705,310986,Business,Rejected,Ahmedabad
Ananya,62,108245,882,592812,Self-Employed,Rejected,Mumbai
Aman,53,82644,723,417081,Salaried,Rejected,Pune
Priya,59,149918,703,676812,Self-Employed,Approved,Hyderabad
Imran,59,134796,856,362857,Self-Employed,Rejected,Mumbai
Karan,41,52878,800,668857,Business,Rejected,Hyderabad
Riya,49,58598,671,848201,Salaried,Approved,Chennai
Sara,53,144065,741,165341,Self-Employed,Rejected,Chennai
Fatima,31,61111,757,482583,Self-Employed,Rejected,Pune
Arjun,44,140162,836,459704,Salaried,Approved,Hyderabad
Priya,60,81303,722,468538,Self-Employed,Rejected,Delhi
Rohan,54,48817,863,382624,Self-Employed,Rejected,Chennai
Ananya,52,40562,748,5443,Salaried,Rejected,Bangalore
Sara,61,155424,897,599328,Self-Employed,Approved,Mumbai
Rahul,59,124173,780,611351,Self-Employed,Rejected,Kolkata
Zoya,62,135009,783,832275,Salaried,Rejected,Kolkata
Sara,31,124774,552,840460,Self-Employed,Approved,Delhi
Fatima,39,85655,864,290708,Self-Employed,Rejected,Kolkata
Sara,58,72096,884,545471,Salaried,Rejected,Pune
Neha,63,99654,873,337592,Business,Rejected,Hyderabad
Zoya,54,75129,777,-9114,Salaried,Rejected,Kolkata
Fatima,62,153189,672,3969,Business,Approved,Hyderabad
Sara,23,132634,875,302356,Self-Employed,Rejected,Bangalore
Riya,45,141275,757,346746,Self-Employed,Rejected,Chennai
Aman,51,151098,647,469737,Salaried,Rejected,Pune
Aman,61,58467,729,787367,Salaried,Approved,Bangalore
Ananya,25,129249,582,907715,Business,Approved,Delhi
Neha,55,132196,561,650601,Self-Employed,Rejected,Pune
Aisha,51,154937,840,137856,Self-Employed,Approved,Mumbai
Karan,63,146982,734,492883,Salaried,Rejected,Pune
