name,age,income,credit_score,loan_amount,employment_type,loan_status,city
Karan,49,27459,704,206085,Business,Rejected,Mumbai
Ananya,38,44871,808,395852,Self-Employed,Approved,Mumbai
Rahul,51,82154,656,935049,Business,Rejected,Pune
Zoya,45,115342,849,555483,Salaried,Approved,Chennai
Aman,46,32234,773,728506,Salaried,Approved,Chennai
Aisha,26,135255,685,847392,Self-Employed,Approved,Bangalore
Riya,45,111603,547,363388,Business,Rejected,Ahmedabad
Imran,52,36123,773,509259,Business,Approved,Bangalore
Zoya,22,119337,753,300069,Self-Employed,Approved,Ahmedabad
Aisha,52,94984,680,67215,Salaried,Approved,Chennai
Kabir,46,40491,558,896309,Business,Rejected,Kolkata
Rahul,58,55537,486,88669,Business,Rejected,Delhi
Aisha,51,143905,766,98026,Salaried,Approved,Delhi
Arjun,40,132575,499,528344,Business,Rejected,Delhi
Imran,27,39965,704,673879,Business,Approved,Bangalore
Kabir,48,69216,827,761351,Self-Employed,Approved,Chennai
Sara,41,134632,559,851351,Salaried,Approved,Delhi
Rohan,38,43512,837,485320,Salaried,Approved,Chennai
Karan,36,146330,747,92675,Salaried,Rejected,Pune
Arjun,31,27048,699,134643,Salaried,Approved,Mumbai
Imran,62,102821,595,486440,Business,Rejected,Kolkata
Neha,30,108863,588,598496,Self-Employed,Approved,Ahmedabad
Arjun,60,115659,469,675236,Salaried,Rejected,Kolkata
Priya,61,133328,850,365830,Self-Employed,Approved,Ahmedabad
Priya,33,40401,721,150331,Business,Rejected,Chennai
Sara,50,125968,770,741354,Salaried,Approved,Hyderabad
Aisha,30,114816,692,571682,Salaried,Rejected,Delhi
Rohan,24,109523,636,348911,Salaried,Approved,Ahmedabad
Rahul,23,38686,829,105004,Business,Approved,Delhi
Aman,52,92489,509,124301,Salaried,Rejected,Kolkata
Aman,47,51050,832,759731,Self-Employed,Rejected,Bangalore
Priya,35,37853,571,823584,Self-Employed,Rejected,Bangalore
Rohan,25,86733,749,557938,Salaried,Approved,Ahmedabad
Aditya,32,75768,641,193030,Self-Employed,Rejected,Bangalore
Sara,33,69025,515,83653,Business,Approved,Mumbai
Neha,50,85106,664,229517,Self-Employed,Rejected,Bangalore
Ananya,61,149880,763,999567,Salaried,Approved,Bangalore
Fatima,34,102539,692,927646,Self-Employed,Approved,Hyderabad
Kabir,36,57483,617,505342,Business,Rejected,Bangalore
Aisha,57,142735,452,488065,Salaried,Rejected,Mumbai
Priya,48,94615,651,552550,Business,Approved,Pune
Kabir,26,98202,835,63026,Business,Rejected,Ahmedabad
Zoya,43,63769,572,729099,Salaried,Rejected,Mumbai
Rohan,31,117183,685,949596,Business,Rejected,Mumbai
Rahul,29,139583,810,475051,Salaried,Approved,Chennai
Zoya,61,34266,647,986833,Business,Rejected,Chennai
Arjun,48,123682,588,781963,Business,Rejected,Bangalore
Sara,60,140454,621,821501,Salaried,Rejected,Chennai
Arjun,45,72918,688,699208,Salaried,Approved,Chennai
Sara,56,117974,846,264656,Salaried,Approved,Chennai
Priya,62,87717,827,838819,Business,Rejected,Bangalore
Arjun,41,71230,586,578027,Business,Approved,Ahmedabad
Zoya,44,70249,681,559845,Business,Approved,Pune
Rohan,49,106389,638,888759,Business,Approved,Pune
Arjun,26,35508,650,991564,Salaried,Rejected,Hyderabad
Imran,27,46596,591,167466,Business,Rejected,Delhi
Kabir,54,149794,771,73792,Self-Employed,Rejected,Ahmedabad
Arjun,51,70442,665,515420,Business,Approved,Mumbai
Aman,22,139267,568,925505,Business,Rejected,Chennai
Kabir,62,109679,617,559763,Business,Rejected,Kolkata
Aisha,40,47509,583,287798,Self-Employed,Rejected,Chennai
Zoya,30,71284,595,528073,Salaried,Rejected,Delhi
Sara,32,47984,812,776515,Business,Approved,Delhi
Imran,23,66500,744,182617,Self-Employed,Approved,Hyderabad
Rohan,56,117685,467,747883,Self-Employed,Approved,Chennai
Ananya,55,46311,723,366208,Salaried,Approved,Mumbai
Aman,30,149228,684,385772,Salaried,Rejected,Mumbai
Rohan,62,117464,601,546931,Self-Employed,Rejected,Delhi
Sara,42,115327,507,817180,Self-Employed,Approved,Mumbai
Aman,40,28250,655,697518,Salaried,Approved,Kolkata
Aditya,24,104711,778,254629,Business,Rejected,Bangalore
Karan,33,27955,492,614566,Self-Employed,Rejected,Pune
Riya,33,89286,612,682471,Business,Rejected,Mumbai
Rahul,46,44391,816,945278,Self-Employed,Approved,Chennai
Rohan,39,70209,629,373050,Self-Employed,Approved,Pune
Fatima,47,130340,676,352654,Salaried,Rejected,Ahmedabad
Ananya,29,134512,750,676981,Salaried,Approved,Delhi
Aditya,54,68963,483,669371,Self-Employed,Approved,Pune
Karan,47,47923,734,534567,Business,Approved,Delhi
Rohan,39,97596,701,94284,Self-Employed,Approved,Hyderabad
Ananya,35,28517,451,211505,Self-Employed,Rejected,Hyderabad
Priya,28,110696,790,986049,Self-Employed,Approved,Ahmedabad
Riya,22,40644,841,340683,Self-Employed,Approved,Pune
Sara,58,87978,739,507250,Self-Employed,Rejected,Kolkata
Aisha,44,92177,825,653207,Salaried,Approved,Hyderabad
Aisha,30,66901,686,970982,Business,Approved,Delhi
Arjun,38,72338,664,717153,Self-Employed,Approved,Mumbai
Neha,53,50403,842,708537,Salaried,Approved,Pune
Riya,55,67284,611,916985,Business,Approved,Hyderabad
Zoya,27,95047,746,418710,Salaried,Approved,Mumbai
Kabir,44,127079,698,482007,Self-Employed,Approved,Delhi
Arjun,53,53981,546,883729,Business,Rejected,Pune
Riya,28,132327,517,68223,Self-Employed,Rejected,Chennai
Zoya,29,132090,676,982945,Business,Approved,Chennai
Zoya,22,122577,510,283159,Salaried,Rejected,Delhi
Ananya,29,52504,516,132423,Self-Employed,Approved,Pune
Aditya,48,30572,550,163054,Salaried,Rejected,Mumbai
Imran,23,33683,604,750015,Salaried,Rejected,Pune
Kabir,58,143118,552,243757,Business,Approved,Chennai
Priya,38,149360,746,414733,Self-Employed,Rejected,Delhi
Imran,53,99741,484,153919,Business,Rejected,Mumbai
Ananya,39,47514,836,613217,Salaried,Rejected,Pune
Riya,44,116505,751,244118,Self-Employed,Approved,Pune
Aman,45,80586,559,589231,Salaried,Approved,Ahmedabad
Zoya,28,86066,506,594973,Salaried,Rejected,Kolkata
Zoya,56,119651,470,136243,Self-Employed,Approved,Kolkata
Fatima,50,103694,826,377162,Business,Approved,Kolkata
Riya,39,137114,669,247955,Salaried,Rejected,Kolkata
Arjun,32,26675,795,565530,Business,Approved,Pune
Neha,28,43791,652,470085,Business,Rejected,Pune
Fatima,25,72672,551,405081,Salaried,Approved,Ahmedabad
Karan,52,61505,841,798152,Business,Rejected,Hyderabad
Kabir,43,87367,791,682464,Self-Employed,Approved,Kolkata
Kabir,50,39160,512,312867,Self-Employed,Approved,Kolkata
Neha,22,38055,827,105419,Salaried,Approved,Kolkata
Sara,45,104244,797,392838,Salaried,Approved,Hyderabad
Ananya,25,111649,834,595205,Self-Employed,Approved,Kolkata
Aisha,52,91164,583,618787,Self-Employed,Rejected,Mumbai
Rohan,48,140359,510,452265,Self-Employed,Rejected,Chennai
Neha,50,29716,466,235460,Business,Rejected,Hyderabad
Sara,52,81450,518,377637,Business,Rejected,Ahmedabad
Neha,57,113476,701,742142,Business,Approved,Kolkata
Riya,53,32305,650,326185,Self-Employed,Rejected,Ahmedabad
Riya,39,67006,481,79514,Business,Approved,Mumbai
Fatima,43,131109,829,662333,Salaried,Approved,Chennai
Zoya,43,71840,660,418332,Salaried,Approved,Bangalore
Rahul,58,36133,802,118681,Self-Employed,Approved,Pune
Fatima,55,67744,469,533298,Business,Rejected,Ahmedabad
Karan,38,27674,806,542516,Business,Rejected,Mumbai
Imran,57,76157,615,650350,Salaried,Approved,Kolkata
Zoya,42,90107,707,900874,Business,Approved,Chennai
Imran,44,82146,553,571091,Business,Rejected,Pune
Arjun,39,59754,474,361762,Business,Rejected,Ahmedabad
Ananya,58,37416,753,403200,Self-Employed,Approved,Pune
Zoya,48,52490,627,884301,Salaried,Rejected,Hyderabad
Rohan,48,111960,726,378574,Salaried,Approved,Ahmedabad
Imran,63,125065,730,239373,Salaried,Rejected,Delhi
Aisha,63,132991,830,539994,Self-Employed,Rejected,Ahmedabad
Zoya,54,51299,636,534952,Salaried,Approved,Bangalore
Aditya,48,78773,613,951970,Salaried,Rejected,Bangalore
Sara,39,109678,532,318903,Business,Rejected,Bangalore
Fatima,30,50154,464,307516,Self-Employed,Rejected,Kolkata
Aditya,48,109793,468,261802,Salaried,Approved,Hyderabad
Ananya,38,111333,731,234533,Business,Rejected,Mumbai
Fatima,22,32251,492,379153,Business,Rejected,Hyderabad
Kabir,44,113037,786,978744,Salaried,Rejected,Ahmedabad
Aditya,36,39671,742,820158,Business,Approved,Pune
Aman,52,140941,496,299641,Business,Rejected,Pune
Imran,42,134095,749,823048,Self-Employed,Rejected,Bangalore
Aisha,30,39000,539,274509,Self-Employed,Rejected,Kolkata
Ananya,52,94922,641,783602,Salaried,Rejected,Chennai
Riya,64,57289,592,972152,Salaried,Rejected,Chennai
Aisha,40,27762,780,999201,Business,Rejected,Mumbai
Riya,65,145252,793,301318,Self-Employed,Approved,Ahmedabad
Karan,64,40997,723,959066,Salaried,Approved,Kolkata
Neha,37,64438,496,912671,Salaried,Approved,Hyderabad
Aditya,49,107752,612,972188,Business,Rejected,Ahmedabad
Aman,26,132898,849,565576,Self-Employed,Rejected,Ahmedabad
Riya,48,139918,501,914446,Salaried,Rejected,Hyderabad
Rahul,47,103920,823,902941,Business,Approved,Chennai
Kabir,24,109066,778,242664,Business,Rejected,Kolkata
Sara,21,77515,552,708816,Self-Employed,Rejected,Chennai
Fatima,31,57716,714,798226,Business,Rejected,Delhi
Aman,41,84177,694,965937,Business,Approved,Delhi
Karan,39,51039,493,484631,Self-Employed,Rejected,Delhi
Rohan,57,54423,460,74085,Business,Rejected,Bangalore
Fatima,33,59312,809,943209,Salaried,Approved,Mumbai
Sara,59,59099,526,143387,Self-Employed,Rejected,Delhi
Imran,21,119186,719,506297,Self-Employed,Approved,Kolkata
Fatima,33,149000,850,329133,Self-Employed,Approved,Kolkata
Fatima,34,103654,560,914119,Self-Employed,Rejected,Bangalore
Riya,30,28771,598,324516,Salaried,Rejected,Kolkata
Aman,58,114688,781,530419,Salaried,Approved,Mumbai
Aditya,65,77108,801,272526,Business,Rejected,Ahmedabad
Ananya,25,37488,735,111606,Salaried,Rejected,Chennai
Karan,43,104478,793,891218,Business,Approved,Mumbai
Aditya,40,76733,793,438918,Salaried,Approved,Mumbai
Fatima,31,91027,702,405652,Self-Employed,Approved,Delhi
Aditya,30,59131,509,378486,Salaried,Rejected,Delhi
Fatima,44,146403,670,346668,Self-Employed,Rejected,Hyderabad
Kabir,31,66358,827,565138,Salaried,Approved,Kolkata
Rohan,24,55128,543,87604,Self-Employed,Approved,Hyderabad
Ananya,48,40207,703,92773,Self-Employed,Rejected,Chennai
Arjun,50,89616,507,936925,Business,Approved,Delhi
Imran,34,138793,595,239430,Salaried,Rejected,Hyderabad
Arjun,58,25540,719,854098,Business,Approved,Delhi
Sara,36,125696,705,759790,Salaried,Approved,Chennai
Rohan,46,73963,752,161222,Self-Employed,Approved,Delhi
Aisha,63,87895,682,708879,Self-Employed,Approved,Mumbai
Aisha,62,106574,681,390698,Business,Approved,Delhi
Karan,62,62087,615,886917,Salaried,Rejected,Pune
Imran,26,77279,580,236657,Salaried,Approved,Ahmedabad
Ananya,31,75921,849,471943,Self-Employed,Approved,Delhi
Sara,48,121454,608,997634,Business,Approved,Delhi
Fatima,44,92194,552,563406,Self-Employed,Rejected,Ahmedabad
Fatima,26,124154,666,900389,Self-Employed,Approved,Delhi
Kabir,26,30300,712,408345,Self-Employed,Rejected,Bangalore
Fatima,52,94111,772,728665,Business,Approved,Pune
Zoya,26,143909,694,364985,Salaried,Rejected,Delhi
Aisha,36,93562,668,359834,Business,Rejected,Mumbai
Aditya,53,39107,711,495554,Self-Employed,Approved,Pune
Rohan,43,58405,749,135741,Business,Approved,Mumbai
Zoya,32,128045,543,933855,Self-Employed,Approved,Mumbai
Aditya,41,101966,820,527100,Business,Approved,Kolkata
Aditya,42,145338,545,271321,Salaried,Rejected,Pune
Rahul,64,38936,672,610333,Salaried,Approved,Mumbai
Ananya,31,110957,694,532515,Business,Rejected,Ahmedabad
Arjun,40,106067,765,428251,Business,Rejected,Ahmedabad
Imran,29,42709,457,250070,Salaried,Rejected,Mumbai
Imran,22,52424,696,730130,Salaried,Approved,Bangalore
Sara,26,64441,844,535936,Salaried,Approved,Kolkata
Ananya,31,143281,528,824668,Business,Rejected,Kolkata
Karan,22,137695,680,663654,Salaried,Approved,Bangalore
Ananya,24,68758,454,157650,Business,Rejected,Ahmedabad
Ananya,58,103097,824,631230,Self-Employed,Approved,Mumbai
Aisha,53,102468,821,691199,Business,Approved,Kolkata
Fatima,54,27492,666,654402,Self-Employed,Approved,Pune
Fatima,51,40327,703,702944,Business,Approved,Chennai
Priya,22,46146,597,811485,Salaried,Approved,Kolkata
Zoya,53,53796,750,768247,Self-Employed,Approved,Kolkata
Neha,45,79638,794,734196,Business,Rejected,Chennai
Kabir,60,52159,594,774248,Business,Rejected,Pune
Ananya,32,51146,530,685173,Self-Employed,Rejected,Pune
Aditya,40,55765,557,633879,Salaried,Rejected,Mumbai
Aman,43,113726,531,233201,Business,Rejected,Mumbai
Aman,48,39938,766,287701,Salaried,Approved,Bangalore
Sara,43,125843,473,857503,Business,Rejected,Hyderabad
Sara,24,146455,674,887798,Self-Employed,Rejected,Pune
Riya,56,30501,709,160531,Salaried,Rejected,Pune
Sara,31,120466,599,792563,Self-Employed,Rejected,Kolkata
Rohan,30,109815,636,400861,Salaried,Rejected,Pune
Neha,47,125823,843,56907,Salaried,Approved,Kolkata
Priya,26,59867,640,799941,Self-Employed,Rejected,Chennai
Fatima,30,123724,835,605378,Self-Employed,Approved,Bangalore
Rohan,47,145326,659,991689,Self-Employed,Rejected,Chennai
Aman,30,125945,455,802485,Business,Approved,Pune
Kabir,46,126236,534,505157,Salaried,Rejected,Ahmedabad
Zoya,57,32577,773,798022,Business,Approved,Hyderabad
Rohan,41,144174,626,58286,Self-Employed,Rejected,Delhi
Karan,62,51887,728,704688,Business,Rejected,Kolkata
Kabir,33,140471,604,138374,Salaried,Approved,Chennai
Neha,54,95882,595,274116,Salaried,Rejected,Hyderabad
Zoya,22,28655,726,671285,Self-Employed,Rejected,Bangalore
Riya,48,91227,506,817543,Salaried,Approved,Chennai
Rahul,28,31256,837,732583,Salaried,Approved,Kolkata
Zoya,50,69430,570,894510,Business,Approved,Bangalore
Priya,63,127863,816,650588,Business,Rejected,Delhi
Kabir,27,67971,714,660658,Salaried,Approved,Chennai
Kabir,48,133584,660,135927,Salaried,Approved,Mumbai
Karan,51,53152,678,131865,Self-Employed,Rejected,Ahmedabad
Ananya,37,101585,705,717377,Self-Employed,Rejected,Kolkata
Rohan,47,132978,533,201357,Business,Rejected,Delhi
Rohan,29,117343,712,955205,Business,Rejected,Pune
Sara,51,29273,832,214458,Business,Rejected,Chennai
Aisha,59,136714,659,165695,Salaried,Rejected,Chennai
Ananya,54,45093,510,439511,Self-Employed,Rejected,Chennai
Zoya,22,128704,523,199044,Business,Approved,Ahmedabad
Riya,39,53256,543,908914,Business,Approved,Kolkata
Aman,25,139088,472,487859,Self-Employed,Rejected,Hyderabad
Rohan,45,87289,818,924180,Business,Rejected,Delhi
Fatima,49,112453,679,206219,Business,Approved,Chennai
Rohan,45,55516,652,405465,Business,Rejected,Mumbai
Zoya,38,109661,495,958018,Salaried,Rejected,Mumbai
Aisha,56,109562,513,725192,Business,Approved,Pune
Neha,57,93387,546,837017,Self-Employed,Approved,Mumbai
Aman,22,61039,555,307201,Business,Approved,Kolkata
Fatima,46,102187,473,565346,Salaried,Rejected,Chennai
Sara,22,137675,720,382799,Self-Employed,Approved,Hyderabad
Kabir,55,47040,596,201030,Salaried,Rejected,Hyderabad
Aman,40,149802,658,761572,Salaried,Rejected,Mumbai
Kabir,32,28561,815,111343,Self-Employed,Approved,Ahmedabad
Priya,47,142048,615,320463,Self-Employed,Approved,Pune
Aditya,59,101812,571,566926,Business,Rejected,Ahmedabad
Fatima,24,66724,687,629989,Self-Employed,Approved,Pune
Kabir,61,55636,459,332234,Business,Rejected,Pune
Kabir,40,99481,658,517646,Salaried,Rejected,Bangalore
Rohan,44,95836,536,870011,Salaried,Rejected,Ahmedabad
Neha,23,25131,687,919659,Business,Rejected,Hyderabad
Karan,21,32887,696,336578,Business,Rejected,Hyderabad
Arjun,43,135420,773,273088,Business,Approved,Hyderabad
Aditya,40,36759,652,782356,Salaried,Rejected,Delhi
Rohan,48,52636,762,579342,Self-Employed,Rejected,Chennai
Aman,38,57234,789,387262,Self-Employed,Approved,Bangalore
Rahul,22,144802,804,190221,Business,Approved,Mumbai
Arjun,21,113172,538,483232,Business,Rejected,Kolkata
Riya,62,110362,489,614814,Salaried,Rejected,Kolkata
Rahul,45,133457,757,425354,Self-Employed,Rejected,Delhi
Rahul,28,85646,639,252365,Self-Employed,Approved,Mumbai
Zoya,38,114201,813,425202,Salaried,Rejected,Pune
Imran,35,55704,702,430632,Salaried,Approved,Hyderabad
Ananya,21,50701,776,465326,Salaried,Approved,Hyderabad
Kabir,31,97323,549,741890,Business,Approved,Delhi
Rahul,25,41702,582,647586,Salaried,Approved,Hyderabad
Fatima,65,113832,722,694304,Self-Employed,Approved,Kolkata
Fatima,62,113224,782,104382,Self-Employed,Rejected,Ahmedabad
Aisha,38,40953,798,593471,Self-Employed,Approved,Kolkata
Karan,35,31155,592,490467,Business,Approved,Kolkata
Priya,33,68870,491,972850,Business,Rejected,Mumbai
Arjun,65,80550,488,312127,Salaried,Rejected,Delhi
Aman,61,106958,499,79226,Self-Employed,Rejected,Ahmedabad
Aman,37,57394,505,546580,Salaried,Rejected,Chennai
Rohan,54,129085,571,126452,Business,Rejected,Kolkata
Arjun,58,41361,493,113634,Salaried,Rejected,Ahmedabad
Aisha,29,33126,676,107450,Self-Employed,Approved,Ahmedabad
Fatima,56,31842,600,941215,Self-Employed,Approved,Ahmedabad
Rohan,35,138322,756,875727,Business,Approved,Mumbai
Rahul,48,140335,767,699310,Salaried,Rejected,Chennai
Arjun,50,92792,618,666366,Salaried,Approved,Pune
Aditya,58,128470,549,998300,Business,Rejected,Delhi
Kabir,43,80182,696,809822,Business,Approved,Kolkata
Riya,23,32928,515,376806,Business,Rejected,Ahmedabad
Aman,40,101502,727,863166,Salaried,Approved,Delhi
Aisha,39,73343,454,592827,Business,Approved,Delhi
Aman,48,70064,550,260105,Business,Rejected,Bangalore
Aman,33,112537,693,778531,Business,Rejected,Kolkata
Sara,58,99199,621,696030,Self-Employed,Approved,Ahmedabad
Priya,50,139832,471,570021,Salaried,Rejected,Mumbai
Karan,50,106778,559,300629,Self-Employed,Rejected,Chennai
Riya,34,77469,544,916212,Salaried,Approved,Chennai
Riya,22,97704,508,199319,Self-Employed,Approved,Kolkata
Aditya,23,28890,551,257434,Self-Employed,Approved,Delhi
Aditya,32,69540,733,307912,Salaried,Approved,Bangalore
Imran,27,27751,796,193910,Self-Employed,Approved,Pune
Fatima,40,84795,572,437596,Self-Employed,Rejected,Delhi
Karan,25,40531,523,975602,Salaried,Approved,Bangalore
Imran,65,74054,612,678672,Self-Employed,Rejected,Bangalore
Aditya,55,63559,526,393598,Salaried,Rejected,Mumbai
Ananya,29,136608,710,662454,Self-Employed,Rejected,Bangalore
Riya,63,105594,483,225566,Business,Rejected,Ahmedabad
Ananya,52,93012,687,237693,Self-Employed,Rejected,Chennai
Imran,52,87096,587,659418,Self-Employed,Approved,Mumbai
Karan,49,138137,570,465131,Salaried,Rejected,Hyderabad
Arjun,57,45605,641,316893,Business,Approved,Pune
Aman,39,83262,715,418653,Salaried,Approved,Mumbai
Aman,48,84133,689,503515,Self-Employed,Rejected,Chennai
Arjun,38,75118,462,238288,Self-Employed,Rejected,Bangalore
Priya,43,143158,492,358824,Business,Rejected,Pune
Aman,27,40543,486,427735,Salaried,Rejected,Bangalore
Kabir,37,64677,831,905181,Business,Approved,Hyderabad
Karan,55,144587,583,58948,Self-Employed,Rejected,Hyderabad
Kabir,46,132723,746,844617,Business,Approved,Mumbai
Rohan,46,54829,566,808472,Business,Rejected,Bangalore
Fatima,50,69650,493,378282,Salaried,Rejected,Ahmedabad
Kabir,34,82498,680,944376,Business,Approved,Mumbai
Fatima,40,148647,827,60151,Self-Employed,Approved,Chennai
Rahul,48,114884,835,472962,Business,Approved,Hyderabad
Karan,57,127938,466,195893,Salaried,Rejected,Chennai
Sara,45,51765,650,116803,Business,Approved,Ahmedabad
Neha,42,99647,681,720043,Self-Employed,Approved,Pune
Arjun,23,133327,802,682672,Self-Employed,Approved,Mumbai
Riya,45,62200,555,294359,Self-Employed,Rejected,Pune
Sara,54,26447,537,392645,Self-Employed,Approved,Ahmedabad
Imran,29,95313,664,551482,Business,Approved,Pune
Zoya,29,139091,555,374803,Self-Employed,Approved,Kolkata
Rahul,58,51604,707,801589,Business,Approved,Kolkata
Ananya,30,83422,482,914637,Self-Employed,Rejected,Bangalore
Rohan,50,85646,744,90983,Business,Approved,Pune
Neha,43,116791,814,880835,Self-Employed,Approved,Ahmedabad
Neha,47,57654,541,993681,Business,Rejected,Ahmedabad
Neha,65,99529,498,462668,Business,Approved,Mumbai
Imran,38,140678,771,613858,Self-Employed,Rejected,Pune
Sara,52,78907,840,629677,Salaried,Approved,Chennai
Imran,53,125471,849,391849,Self-Employed,Approved,Kolkata
Karan,53,30850,686,78015,Salaried,Approved,Kolkata
Kabir,33,76992,469,61258,Self-Employed,Rejected,Pune
Priya,41,112856,833,536796,Self-Employed,Approved,Kolkata
Rahul,49,43383,691,910279,Self-Employed,Approved,Delhi
Rahul,59,38174,540,358433,Salaried,Approved,Ahmedabad
Aisha,64,60815,528,512063,Self-Employed,Approved,Delhi
Sara,64,94769,560,513531,Business,Rejected,Mumbai
Karan,45,115485,607,515553,Salaried,Approved,Mumbai
Fatima,33,146742,577,442843,Salaried,Approved,Bangalore
Sara,22,26908,622,910384,Salaried,Approved,Pune
Aman,63,47004,820,225161,Salaried,Approved,Ahmedabad
Karan,41,98669,770,248754,Business,Rejected,Bangalore
Rahul,48,40834,568,274164,Salaried,Approved,Chennai
Arjun,46,110720,611,62563,Self-Employed,Rejected,Bangalore
Imran,63,131834,592,731516,Business,Approved,Chennai
Neha,47,64522,842,677959,Self-Employed,Rejected,Pune
Kabir,37,37418,757,390110,Business,Rejected,Ahmedabad
Ananya,42,47980,775,848717,Business,Rejected,Chennai
Priya,25,68922,459,688093,Business,Rejected,Kolkata
Sara,53,102000,810,63937,Salaried,Approved,Mumbai
Riya,40,55984,827,499312,Salaried,Approved,Pune
Priya,52,63877,553,209038,Self-Employed,Rejected,Bangalore
Aisha,59,148977,677,825165,Self-Employed,Approved,Delhi
Aman,54,128780,662,729525,Self-Employed,Approved,Mumbai
Priya,42,56752,555,615509,Salaried,Rejected,Bangalore
Rahul,59,139387,645,596802,Self-Employed,Approved,Delhi
Kabir,25,139015,701,123384,Salaried,Rejected,Mumbai
Arjun,34,41457,496,232112,Business,Approved,Bangalore
Neha,48,120025,689,376592,Salaried,Approved,Bangalore
Imran,59,57632,605,349214,Business,Rejected,Kolkata
Neha,38,138039,850,554544,Salaried,Approved,Chennai
Ananya,51,82852,666,579837,Business,Rejected,Ahmedabad
Kabir,22,124867,645,498158,Salaried,Rejected,Hyderabad
Zoya,56,120243,539,319789,Self-Employed,Approved,Kolkata
Ananya,45,98681,760,554201,Salaried,Approved,Chennai
Fatima,33,45280,547,54383,Salaried,Rejected,Chennai
Arjun,46,122280,641,452692,Self-Employed,Rejected,Hyderabad
Fatima,47,140998,469,180524,Self-Employed,Approved,Delhi
Riya,37,126091,834,807329,Self-Employed,Approved,Kolkata
Aisha,65,32563,783,454051,Self-Employed,Approved,Bangalore
Rohan,44,107700,811,759283,Salaried,Approved,Delhi
Arjun,64,44315,580,309433,Business,Approved,Delhi
Imran,62,118272,646,466983,Business,Rejected,Pune
Karan,48,46734,668,315154,Business,Rejected,Hyderabad
Riya,58,65367,825,481603,Business,Approved,Pune
Rahul,30,60261,833,269703,Business,Rejected,Ahmedabad
Fatima,31,132005,701,51655,Salaried,Rejected,Pune
Riya,54,79636,785,352346,Business,Approved,Ahmedabad
Sara,32,117280,518,257639,Self-Employed,Rejected,Delhi
Imran,49,99329,558,244655,Salaried,Rejected,Mumbai
Neha,37,143262,659,512139,Business,Rejected,Pune
Rahul,26,63420,493,446077,Salaried,Approved,Hyderabad
Aditya,58,55773,694,558763,Business,Approved,Pune
Rahul,21,112205,748,877543,Salaried,Approved,Pune
Aman,45,104034,716,848347,Self-Employed,Approved,Kolkata
Priya,59,81289,622,438796,Business,Rejected,Chennai
Aman,44,112173,654,446818,Business,Rejected,Mumbai
Kabir,27,25404,683,962828,Business,Rejected,Ahmedabad
Priya,22,103893,512,961218,Business,Rejected,Hyderabad
Imran,44,84233,766,769517,Business,Approved,Kolkata
Aman,21,108633,614,67438,Business,Rejected,Chennai
Arjun,64,83236,569,686237,Self-Employed,Rejected,Ahmedabad
Zoya,43,81087,693,740318,Business,Rejected,Pune
Arjun,59,50569,814,200115,Business,Approved,Mumbai
Sara,40,134098,794,625402,Self-Employed,Rejected,Delhi
Arjun,51,111853,726,302603,Salaried,Approved,Bangalore
Aditya,27,82002,816,80641,Salaried,Rejected,Chennai
Ananya,35,119263,581,748281,Self-Employed,Rejected,Pune
Karan,26,129273,804,398967,Salaried,Approved,Pune
Priya,45,110710,778,873218,Business,Rejected,Ahmedabad
Imran,37,40163,598,141939,Salaried,Approved,Pune
Rahul,28,100083,638,183606,Self-Employed,Rejected,Ahmedabad
Aman,40,33111,752,611620,Salaried,Rejected,Ahmedabad
Rahul,44,129532,797,885259,Salaried,Approved,Bangalore
Ananya,55,136720,685,381272,Salaried,Rejected,Hyderabad
Aisha,64,84740,525,680682,Self-Employed,Rejected,Delhi
Ananya,59,66961,608,576781,Business,Approved,Pune
Aman,61,133617,560,569071,Self-Employed,Approved,Ahmedabad
Aisha,30,133512,816,270843,Business,Rejected,Bangalore
Neha,32,137299,699,812729,Self-Employed,Rejected,Hyderabad
Karan,22,96819,650,403800,Self-Employed,Rejected,Kolkata
Imran,46,34414,720,812057,Self-Employed,Rejected,Hyderabad
Aisha,65,137230,730,462900,Salaried,Approved,Delhi
Ananya,40,84969,785,221646,Business,Approved,Delhi
Rahul,39,142600,524,269955,Salaried,Rejected,Bangalore
Fatima,44,120152,744,156900,Business,Approved,Delhi
Neha,64,135318,536,109067,Salaried,Rejected,Chennai
Karan,24,40380,713,731676,Self-Employed,Rejected,Ahmedabad
Neha,36,29455,510,302555,Self-Employed,Rejected,Kolkata
Karan,62,122674,642,863537,Business,Rejected,Pune
Arjun,38,107881,784,516740,Self-Employed,Approved,Mumbai
Ananya,28,89122,778,751279,Business,Approved,Bangalore
Fatima,38,115928,831,149146,Business,Approved,Delhi
Neha,40,99897,514,154271,Self-Employed,Rejected,Pune
Sara,46,131544,808,70705,Self-Employed,Approved,Kolkata
Rohan,34,111321,510,239440,Business,Approved,Delhi
Arjun,41,41127,470,185073,Business,Rejected,Bangalore
Riya,56,58654,835,86705,Salaried,Approved,Pune
Zoya,55,47492,666,740130,Salaried,Approved,Bangalore
Riya,63,95005,677,196648,Business,Rejected,Kolkata
Aisha,59,95544,711,270032,Business,Rejected,Pune
Imran,36,29814,546,198548,Self-Employed,Rejected,Bangalore
Aditya,58,72063,592,184733,Business,Approved,Ahmedabad
Aditya,37,75040,782,997556,Salaried,Approved,Ahmedabad
Aditya,64,80750,805,200202,Business,Approved,Bangalore
